nom_bacia;ena_data;ena_bruta_bacia_mwmed;ena_bruta_bacia_percentualmlt;ena_armazenavel_bacia_mwmed;ena_armazenavel_bacia_percentualmlt
TOCANTINS;2022-01-16;39062.16796875;279.17459106;18582.85742188;132.81039429
URUGUAI;2022-01-16;579.17700195;23.68479919;380.97900391;15.57970047
AMAZONAS;2022-01-17;23024.32812500;132.31739807;20846.72851563;119.80310059
ARAGUARI;2022-01-17;581.27502441;229.60159302;309.45901489;122.23519897
CAPIVARI;2022-01-17;204.03300476;128.43980408;204.03300476;128.43980408
DOCE;2022-01-17;1972.36596680;119.75370026;1033.14697266;62.72829819
GRANDE;2022-01-17;13297.75976563;146.95129395;13157.84472656;145.40510559
IGUACU;2022-01-17;1735.26000977;45.78939819;1706.16101074;45.02159882
ITABAPOANA;2022-01-17;119.85900116;116.24569702;62.38899994;60.50820160
ITAJAI;2022-01-17;68.67600250;33.85200119;68.67600250;33.85200119
JACUI;2022-01-17;91.60099792;16.53879929;84.51899719;15.26019955
JEQUITINHONHA;2022-01-17;1155.53894043;111.16750336;1155.53894043;111.16750336
MUCURI;2022-01-17;48.33499908;64.38960266;48.33499908;64.38960266
PARAGUACU;2022-01-17;243.75100708;166.90910339;85.38500214;58.46760178
PARAGUAI;2022-01-17;481.92300415;76.26180267;457.60598755;72.41369629
PARAIBA DO SUL;2022-01-17;1798.16394043;110.65450287;1527.20397949;93.98030090
PARANA;2022-01-17;24670.84570313;110.16590118;24669.00195313;110.15769958
PARANAIBA;2022-01-17;11332.56640625;126.55030060;11037.66015625;123.25710297
PARANAPANEMA;2022-01-17;1210.46704102;50.23490143;1167.34997559;48.44549942
PARNAIBA;2022-01-17;533.84698486;222.52380371;23.00699997;9.59000015
SAO FRANCISCO;2022-01-17;18624.18164063;138.83709717;16131.43652344;120.25450134
TIETE;2022-01-17;1318.18603516;70.91549683;1312.50305176;70.60970306
TOCANTINS;2022-01-17;37012.20312500;264.52359009;16795.24218750;120.03440094
URUGUAI;2022-01-17;857.63098145;35.07189941;730.48199463;29.87229919
AMAZONAS;2022-01-18;22913.04296875;131.67779541;20729.48828125;119.12930298
ARAGUARI;2022-01-18;539.13702393;212.95719910;376.21701050;148.60440063
CAPIVARI;2022-01-18;174.16900635;109.64019775;174.16900635;109.64019775
DOCE;2022-01-18;1759.30395508;106.81749725;1135.53100586;68.94460297
GRANDE;2022-01-18;12484.01757813;137.95880127;12441.63574219;137.49040222
IGUACU;2022-01-18;1925.87695313;50.81940079;1925.87695313;50.81940079
ITABAPOANA;2022-01-18;122.64800262;118.95069885;63.48799896;61.57410049
ITAJAI;2022-01-18;87.97599792;43.36539841;87.97599792;43.36539841
JACUI;2022-01-18;147.73599243;26.67420006;136.81599426;24.70260048
JEQUITINHONHA;2022-01-18;978.25097656;94.11170197;978.25097656;94.11170197
MUCURI;2022-01-18;46.77000046;62.30479813;46.77000046;62.30479813
PARAGUACU;2022-01-18;175.45399475;120.14250183;68.29699707;46.76649857
PARAGUAI;2022-01-18;466.04400635;73.74900055;441.72799683;69.90110016
PARAIBA DO SUL;2022-01-18;1733.91394043;106.70079803;1473.16503906;90.65489960
PARANA;2022-01-18;24911.09179688;111.23870087;24909.24804688;111.23049927
PARANAIBA;2022-01-18;10290.00878906;114.90809631;10165.38769531;113.51650238
PARANAPANEMA;2022-01-18;1352.55004883;56.13140106;1299.31604004;53.92219925
PARNAIBA;2022-01-18;443.12500000;184.70809937;26.12899971;10.89140034
SAO FRANCISCO;2022-01-18;18947.73828125;141.24909973;15952.32812500;118.91929626
TIETE;2022-01-18;1338.06298828;71.98480225;1331.39099121;71.62590027
TOCANTINS;2022-01-18;35645.37109375;254.75500488;15848.57812500;113.26869965
URUGUAI;2022-01-18;1176.34899902;48.10549927;1089.68798828;44.56159973
AMAZONAS;2022-01-19;22812.54687500;131.10029602;20721.78906250;119.08499908
ARAGUARI;2022-01-19;522.47601318;206.37620544;296.08300781;116.95179749
CAPIVARI;2022-01-19;157.01199341;98.83979797;157.01199341;98.83979797
DOCE;2022-01-19;1564.14599609;94.96829987;1131.50097656;68.69989777
GRANDE;2022-01-19;11655.69140625;128.80509949;11651.07812500;128.75410461
IGUACU;2022-01-19;1998.21105957;52.72809982;1998.21105957;52.72809982
ITABAPOANA;2022-01-19;109.90299988;106.58989716;64.26499939;62.32770157
ITAJAI;2022-01-19;98.29599762;48.45230103;98.29599762;48.45230103
JACUI;2022-01-19;200.54100037;36.20830154;193.45899963;34.92959976
JEQUITINHONHA;2022-01-19;789.12298584;75.91680145;789.12298584;75.91680145
MUCURI;2022-01-19;35.38499832;47.13819885;35.38499832;47.13819885
PARAGUACU;2022-01-19;134.56399536;92.14299774;96.63200378;66.16899872
PARAGUAI;2022-01-19;453.03500366;71.69039917;428.71899414;67.84249878
PARAIBA DO SUL;2022-01-19;1630.80004883;100.35540009;1521.13598633;93.60690308
PARANA;2022-01-19;24979.97656250;111.54630280;24971.68554688;111.50930023
PARANAIBA;2022-01-19;9747.37792969;108.84860229;9747.37792969;108.84860229
PARANAPANEMA;2022-01-19;1460.55798340;60.61380005;1436.57202148;59.61840057
PARNAIBA;2022-01-19;384.42401123;160.23970032;101.00299835;42.10110092
SAO FRANCISCO;2022-01-19;19415.62304688;144.73699951;16456.12500000;122.67489624
TIETE;2022-01-19;1392.73999023;74.92630005;1386.34704590;74.58239746
TOCANTINS;2022-01-19;34570.64062500;247.07400513;15217.92578125;108.76149750
URUGUAI;2022-01-19;1333.70300293;54.54029846;1232.36401367;50.39619827
AMAZONAS;2022-01-20;22758.86523438;130.79179382;20777.23828125;119.40370178
ARAGUARI;2022-01-20;562.73297119;222.27760315;334.99600220;132.32229614
CAPIVARI;2022-01-20;128.54499817;80.91970062;128.54499817;80.91970062
DOCE;2022-01-20;1422.53295898;86.37020111;1089.41699219;66.14479828
GRANDE;2022-01-20;10825.91406250;119.63529968;10770.90527344;119.02739716
IGUACU;2022-01-20;2052.63793945;54.16429901;2052.63793945;54.16429901
ITABAPOANA;2022-01-20;113.94300079;110.50810242;68.30500031;66.24590302
ITAJAI;2022-01-20;118.61799622;58.46950150;115.08999634;56.73049927
JACUI;2022-01-20;180.47200012;32.58480072;173.38999939;31.30610085
JEQUITINHONHA;2022-01-20;671.17901611;64.57009888;668.27301025;64.29060364
MUCURI;2022-01-20;29.83799934;39.74879837;29.83799934;39.74879837
PARAGUACU;2022-01-20;110.23000336;75.48030090;110.23000336;75.48030090
PARAGUAI;2022-01-20;458.64898682;72.57879639;434.33200073;68.73079681
PARAIBA DO SUL;2022-01-20;1519.17297363;93.48609924;1451.68701172;89.33319855
PARANA;2022-01-20;24909.89062500;111.23339844;24899.75781250;111.18810272
PARANAIBA;2022-01-20;9486.39843750;105.93419647;9365.15332031;104.58029938
PARANAPANEMA;2022-01-20;1450.56799316;60.19919968;1436.96301270;59.63460159
PARNAIBA;2022-01-20;357.61401367;149.06449890;79.11199951;32.97629929
SAO FRANCISCO;2022-01-20;19909.99023438;148.42230225;16628.00195313;123.95619965
TIETE;2022-01-20;1429.44702148;76.90110016;1423.05297852;76.55709839
TOCANTINS;2022-01-20;32981.27343750;235.71490479;14646.53027344;104.67769623
URUGUAI;2022-01-20;1324.30004883;54.15579987;1233.15405273;50.42850113
AMAZONAS;2022-01-21;22663.44726563;130.24349976;20697.40039063;118.94490051
ARAGUARI;2022-01-21;571.54199219;225.75709534;352.20498657;139.11970520
CAPIVARI;2022-01-21;113.86699677;71.67980194;113.86699677;71.67980194
DOCE;2022-01-21;1350.52294922;81.99800110;1085.01696777;65.87760162
GRANDE;2022-01-21;10038.32421875;110.93180084;10038.32421875;110.93180084
IGUACU;2022-01-21;2093.87207031;55.25239944;2093.87207031;55.25239944
ITABAPOANA;2022-01-21;116.51200104;112.99960327;59.04199982;57.26210022
ITAJAI;2022-01-21;96.44300079;47.53900146;92.91500092;45.79990005
JACUI;2022-01-21;126.11799622;22.77099991;119.03600311;21.49230003
JEQUITINHONHA;2022-01-21;564.14300537;54.27280045;564.14300537;54.27280045
MUCURI;2022-01-21;29.38400078;39.14400101;29.38400078;39.14400101
PARAGUACU;2022-01-21;96.69799805;66.21420288;96.69799805;66.21420288
PARAGUAI;2022-01-21;463.72198486;73.38159943;439.40600586;69.53369904
PARAIBA DO SUL;2022-01-21;1447.56494141;89.07959747;1415.89501953;87.13069916
PARANA;2022-01-21;24696.00195313;110.27829742;24686.17382813;110.23439789
PARANAIBA;2022-01-21;9151.42968750;102.19360352;8953.79785156;99.98670197
PARANAPANEMA;2022-01-21;1479.42602539;61.39680099;1464.56994629;60.78030014
PARNAIBA;2022-01-21;341.04098511;142.15629578;201.78900146;84.11180115
SAO FRANCISCO;2022-01-21;20366.77734375;151.82749939;16729.64062500;124.71389771
TIETE;2022-01-21;1437.45495605;77.33190155;1431.06201172;76.98799896
TOCANTINS;2022-01-21;31513.50585938;225.22479248;14003.76953125;100.08399963
URUGUAI;2022-01-21;1211.28405762;49.53409958;1135.64001465;46.44070053
AMAZONAS;2022-01-22;22576.00781250;129.74099731;20638.40625000;118.60590363
ARAGUARI;2022-01-22;551.99597168;218.03649902;319.27301025;126.11170197
CAPIVARI;2022-01-22;107.89399719;67.91979980;107.89399719;67.91979980
DOCE;2022-01-22;1269.85803223;77.10040283;1020.64898682;61.96950150
GRANDE;2022-01-22;9207.03027344;101.74530029;9207.03027344;101.74530029
IGUACU;2022-01-22;2098.36889648;55.37099838;2088.14501953;55.10120010
ITABAPOANA;2022-01-22;97.46299744;94.52490234;60.27600098;58.45890045
ITAJAI;2022-01-22;73.73899841;36.34759903;73.73899841;36.34759903
JACUI;2022-01-22;116.30699921;20.99959946;106.92299652;19.30529976
JEQUITINHONHA;2022-01-22;520.84100342;50.10699844;520.84100342;50.10699844
MUCURI;2022-01-22;31.28100014;41.67110062;31.28100014;41.67110062
PARAGUACU;2022-01-22;88.53299713;60.62319946;88.53299713;60.62319946
PARAGUAI;2022-01-22;466.28500366;73.78720093;431.80801392;68.33129883
PARAIBA DO SUL;2022-01-22;1388.20996094;85.42700195;1372.48205566;84.45909882
PARANA;2022-01-22;24228.32421875;108.18990326;24218.80468750;108.14739990
PARANAIBA;2022-01-22;8653.57910156;96.63420105;8653.57910156;96.63420105
PARANAPANEMA;2022-01-22;1532.69299316;63.60739899;1508.90502930;62.62020111
PARNAIBA;2022-01-22;316.35800171;131.86770630;244.08299255;101.74130249
SAO FRANCISCO;2022-01-22;20977.88671875;156.38319397;16774.58984375;125.04900360
TIETE;2022-01-22;1403.67700195;75.51470184;1397.28295898;75.17070007
TOCANTINS;2022-01-22;29994.52734375;214.36880493;13758.41894531;98.33049774
URUGUAI;2022-01-22;1075.28503418;43.97259903;977.81500244;39.98669815
AMAZONAS;2022-01-23;22497.99609375;129.29260254;20525.83203125;117.95890045
ARAGUARI;2022-01-23;530.07000732;209.37579346;317.77899170;125.52159882
CAPIVARI;2022-01-23;109.73699951;69.08000183;109.73699951;69.08000183
DOCE;2022-01-23;1237.21997070;75.11869812;1060.84802246;64.41020203
GRANDE;2022-01-23;8423.79003906;93.08989716;8423.79003906;93.08989716
IGUACU;2022-01-23;2071.20996094;54.65439987;2016.92895508;53.22200012
ITABAPOANA;2022-01-23;83.23000336;80.72100067;57.87599945;56.13130188
ITAJAI;2022-01-23;57.68600082;28.43470001;57.68600082;28.43470001
JACUI;2022-01-23;110.88200378;20.02009964;102.26399994;18.46409988
JEQUITINHONHA;2022-01-23;465.49099731;44.78210068;465.49099731;44.78210068
MUCURI;2022-01-23;33.93700027;45.20920181;33.93700027;45.20920181
PARAGUACU;2022-01-23;76.57499695;52.43489838;76.57499695;52.43489838
PARAGUAI;2022-01-23;469.00698853;74.21790314;444.69100952;70.37000275
PARAIBA DO SUL;2022-01-23;1227.37500000;75.52960205;1223.79296875;75.30919647
PARANA;2022-01-23;23471.26367188;104.80930328;23462.05078125;104.76809692
PARANAIBA;2022-01-23;8137.05078125;90.86609650;7977.14501953;89.08039856
PARANAPANEMA;2022-01-23;1569.89794922;65.15139771;1556.29199219;64.58679962
PARNAIBA;2022-01-23;289.43798828;120.64659882;193.70300293;80.74130249
SAO FRANCISCO;2022-01-23;21488.86132813;160.19230652;16772.54492188;125.03369904
TIETE;2022-01-23;1352.95800781;72.78610229;1346.56494141;72.44219971
TOCANTINS;2022-01-23;28440.81835938;203.26449585;12503.64062500;89.36260223
URUGUAI;2022-01-23;949.86999512;38.84389877;783.96502686;32.05939865
AMAZONAS;2022-01-24;22475.86523438;129.16549683;20625.43750000;118.53130341
ARAGUARI;2022-01-24;508.97399902;201.04299927;357.82800293;141.34080505
CAPIVARI;2022-01-24;110.18199921;69.36009979;110.18199921;69.36009979
DOCE;2022-01-24;1209.35302734;73.42680359;1064.70800781;64.64450073
GRANDE;2022-01-24;7750.17578125;85.64589691;7750.17578125;85.64589691
IGUACU;2022-01-24;2005.09497070;52.90980148;2004.26501465;52.88790131
ITABAPOANA;2022-01-24;75.09999847;72.83599854;54.81600189;53.16350174
ITAJAI;2022-01-24;47.50699997;23.41729927;47.50699997;23.41729927
JACUI;2022-01-24;138.49299622;25.00530052;131.41099548;23.72669983
JEQUITINHONHA;2022-01-24;418.48098755;40.25960159;418.48098755;40.25960159
MUCURI;2022-01-24;37.03900146;49.34159851;37.03900146;49.34159851
PARAGUACU;2022-01-24;68.40100098;46.83769989;68.40100098;46.83769989
PARAGUAI;2022-01-24;469.75201416;74.33580017;445.43499756;70.48770142
PARAIBA DO SUL;2022-01-24;1239.28295898;76.26239777;1239.28295898;76.26239777
PARANA;2022-01-24;22527.69140625;100.59580231;22520.93554688;100.56559753
PARANAIBA;2022-01-24;7677.93896484;85.73919678;7414.25683594;82.79470062
PARANAPANEMA;2022-01-24;1488.46594238;61.77199936;1474.86096191;61.20740128
PARNAIBA;2022-01-24;268.53900146;111.93530273;142.53199768;59.41170120
SAO FRANCISCO;2022-01-24;21832.15039063;162.75140381;16175.61035156;120.58380127
TIETE;2022-01-24;1262.93298340;67.94300079;1256.53894043;67.59899902
TOCANTINS;2022-01-24;26951.87695313;192.62319946;12386.27148438;88.52380371
URUGUAI;2022-01-24;857.90698242;35.08319855;774.85998535;31.68700027
AMAZONAS;2022-01-25;22550.34960938;129.59350586;20704.88085938;118.98789978
ARAGUARI;2022-01-25;525.33599854;207.50590515;363.29000854;143.49830627
CAPIVARI;2022-01-25;112.85099792;71.04029846;112.85099792;71.04029846
DOCE;2022-01-25;1154.50402832;70.09660339;1015.02600098;61.62810135
GRANDE;2022-01-25;7261.75292969;80.24839783;7261.75292969;80.24839783
IGUACU;2022-01-25;1943.30200195;51.27920151;1943.30200195;51.27920151
ITABAPOANA;2022-01-25;69.26799774;67.17980194;52.36500168;50.78639984
ITAJAI;2022-01-25;42.74399948;21.06949997;42.74399948;21.06949997
JACUI;2022-01-25;146.62199402;26.47310066;139.53999329;25.19440079
JEQUITINHONHA;2022-01-25;447.33700562;43.03559875;447.33700562;43.03559875
MUCURI;2022-01-25;39.50199890;52.62269974;39.50199890;52.62269974
PARAGUACU;2022-01-25;59.64799881;40.84410095;59.64799881;40.84410095
PARAGUAI;2022-01-25;470.72000122;74.48899841;446.40399170;70.64109802
PARAIBA DO SUL;2022-01-25;1233.83703613;75.92729950;1230.97204590;75.75099945
PARANA;2022-01-25;21536.22851563;96.16850281;21529.47265625;96.13829803
PARANAIBA;2022-01-25;7320.51220703;81.74790192;7068.75195313;78.93650055
PARANAPANEMA;2022-01-25;1328.77404785;55.14469910;1315.55200195;54.59600067
PARNAIBA;2022-01-25;253.82699585;105.80290222;155.06500244;64.63580322
SAO FRANCISCO;2022-01-25;22677.41992188;169.05259705;17555.73828125;130.87219238
TIETE;2022-01-25;1175.00097656;63.21239853;1168.60803223;62.86849976
TOCANTINS;2022-01-25;25322.31640625;180.97680664;12598.55566406;90.04100037
URUGUAI;2022-01-25;808.03497314;33.04370117;716.12902832;29.28529930
AMAZONAS;2022-01-26;22730.22460938;130.62719727;20937.10156250;120.32240295
ARAGUARI;2022-01-26;546.32000732;215.79449463;323.70800781;127.86350250
CAPIVARI;2022-01-26;114.69300079;72.19979858;114.69300079;72.19979858
DOCE;2022-01-26;1072.86804199;65.13999939;962.15502930;58.41799927
GRANDE;2022-01-26;6942.47607422;76.72010040;6940.17919922;76.69470215
IGUACU;2022-01-26;1879.19604492;49.58760071;1879.19604492;49.58760071
ITABAPOANA;2022-01-26;67.96700287;65.91809845;54.44499969;52.80369949
ITAJAI;2022-01-26;39.11000061;19.27820015;39.11000061;19.27820015
JACUI;2022-01-26;146.84599304;26.51350021;139.76400757;25.23480034
JEQUITINHONHA;2022-01-26;451.40200806;43.42670059;451.40200806;43.42670059
MUCURI;2022-01-26;40.45899963;53.89749908;40.45899963;53.89749908
PARAGUACU;2022-01-26;55.10599899;37.73400116;55.10599899;37.73400116
PARAGUAI;2022-01-26;477.35501099;75.53890228;453.03900146;71.69100189
PARAIBA DO SUL;2022-01-26;1102.96301270;67.87359619;1096.71594238;67.48919678
PARANA;2022-01-26;20574.53125000;91.87409973;20567.46875000;91.84259796
PARANAIBA;2022-01-26;7048.01220703;78.70490265;6798.27685547;75.91609955
PARANAPANEMA;2022-01-26;1157.10400391;48.02030182;1140.78405762;47.34299850
PARNAIBA;2022-01-26;244.65499878;101.97969818;118.26899719;49.29809952
SAO FRANCISCO;2022-01-26;23367.50781250;174.19700623;17901.58593750;133.45030212
TIETE;2022-01-26;1109.69702148;59.69919968;1103.30297852;59.35520172
TOCANTINS;2022-01-26;24619.62304688;175.95469666;12367.32617188;88.38839722
URUGUAI;2022-01-26;789.45098877;32.28369904;703.40899658;28.76510048
AMAZONAS;2022-01-27;22960.05664063;131.94799805;21197.96093750;121.82150269
ARAGUARI;2022-01-27;535.79602051;211.63760376;337.00399780;133.11540222
CAPIVARI;2022-01-27;192.65899658;121.27980042;192.65899658;121.27980042
DOCE;2022-01-27;1019.76202393;61.91559982;912.52398682;55.40459824
GRANDE;2022-01-27;6663.54785156;73.63770294;6660.67675781;73.60600281
IGUACU;2022-01-27;1879.65600586;49.59970093;1879.65600586;49.59970093
ITABAPOANA;2022-01-27;70.11399841;68.00029755;56.59099960;54.88499832
ITAJAI;2022-01-27;38.56299973;19.00860023;38.56299973;19.00860023
JACUI;2022-01-27;156.00300598;28.16679955;148.92100525;26.88820076
JEQUITINHONHA;2022-01-27;411.17898560;39.55709839;411.17898560;39.55709839
MUCURI;2022-01-27;40.90900040;54.49700165;40.90900040;54.49700165
PARAGUACU;2022-01-27;50.72499847;34.73410034;50.72499847;34.73410034
PARAGUAI;2022-01-27;497.51199341;78.72869873;473.19500732;74.88059998
PARAIBA DO SUL;2022-01-27;1134.14697266;69.79260254;1134.14697266;69.79260254
PARANA;2022-01-27;19785.54296875;88.35089874;19776.33007813;88.30979919
PARANAIBA;2022-01-27;6999.91699219;78.16780090;6755.70996094;75.44069672
PARANAPANEMA;2022-01-27;1017.79101563;42.23880005;1005.10797119;41.71239853
PARNAIBA;2022-01-27;245.72900391;102.42739868;188.96899414;78.76809692
SAO FRANCISCO;2022-01-27;24094.01953125;179.61289978;18874.61914063;140.70399475
TIETE;2022-01-27;1228.18103027;66.07340240;1221.78796387;65.72949982
TOCANTINS;2022-01-27;23732.00390625;169.61099243;13716.75781250;98.03269958
URUGUAI;2022-01-27;813.60198975;33.27140045;724.75097656;29.63789940
AMAZONAS;2022-01-28;23216.97656250;133.42449951;21467.47070313;123.37039948
ARAGUARI;2022-01-28;568.60198975;224.59579468;350.36898804;138.39450073
CAPIVARI;2022-01-28;244.69999695;154.03979492;244.69999695;154.03979492
DOCE;2022-01-28;955.64501953;58.02270126;855.10998535;51.91859818
GRANDE;2022-01-28;6372.91796875;70.42600250;6372.91796875;70.42600250
IGUACU;2022-01-28;2013.42004395;53.12939835;2007.82397461;52.98180008
ITABAPOANA;2022-01-28;67.18900299;65.16349792;57.04800034;55.32820129
ITAJAI;2022-01-28;101.06500244;49.81719971;86.95200348;42.86059952
JACUI;2022-01-28;195.00000000;35.20790100;187.91799927;33.92919922
JEQUITINHONHA;2022-01-28;387.79400635;37.30739975;387.79400635;37.30739975
MUCURI;2022-01-28;38.39599991;51.14929962;38.39599991;51.14929962
PARAGUACU;2022-01-28;55.71300125;38.14960098;55.71300125;38.14960098
PARAGUAI;2022-01-28;530.84100342;84.00279999;506.52398682;80.15480042
PARAIBA DO SUL;2022-01-28;1210.08398438;74.46559906;1210.08398438;74.46559906
PARANA;2022-01-28;19042.14453125;85.03140259;19028.01953125;84.96829987
PARANAIBA;2022-01-28;7006.93701172;78.24620056;6925.74511719;77.33950043
PARANAPANEMA;2022-01-28;950.76300049;39.45709991;934.13500977;38.76699829
PARNAIBA;2022-01-28;262.22698975;109.30419922;262.22698975;109.30419922
SAO FRANCISCO;2022-01-28;24979.99609375;186.21749878;21092.66015625;157.23880005
TIETE;2022-01-28;1467.08300781;78.92579651;1460.68994141;78.58190155
TOCANTINS;2022-01-28;22905.25585938;163.70230103;14159.00195313;101.19339752
URUGUAI;2022-01-28;866.17199707;35.42110062;776.61102295;31.75860023
AMAZONAS;2022-01-29;23445.39257813;134.73719788;21601.78710938;124.14230347
ARAGUARI;2022-01-29;597.78002930;236.12100220;332.44100952;131.31300354
CAPIVARI;2022-01-29;320.82400513;201.96029663;320.82400513;201.96029663
DOCE;2022-01-29;963.90600586;58.52429962;860.95599365;52.27360153
GRANDE;2022-01-29;6129.28320313;67.73370361;6129.28320313;67.73370361
IGUACU;2022-01-29;2282.32495117;60.22520065;2179.08691406;57.50099945
ITABAPOANA;2022-01-29;70.23200226;68.11479950;61.77999878;59.91759872
